GEOID,area
170311613004,167080.82527611597
170311701001,1014420.3732688816
170311702001,204236.4589425884
170311702002,244825.2880362869
170311702003,203981.2299740604
170311703001,650733.4641977812
170311703002,163004.37628661966
170311703003,164119.77276176878
170311703004,168019.59054468872
170311703005,253021.5520695023
170311704001,175859.0807901159
170311704002,162719.4503300968
170311704003,210650.794162388
170311704004,219792.5365577285
170311705001,644856.1210457096
170311705002,316108.0949277014
170311705003,290555.25582816853
170311705004,287991.6157560894
170311706001,246667.12600931132
170311706002,319863.6082482353
170311707001,177284.68950850988
170311707002,153920.98027538604
170311707003,248392.8583828913
170311708001,242058.1857873805
170311708002,244707.50572334492
170311708003,243559.12443371784
170311709001,320546.1784706467
170311710001,201750.5138491272
170311710002,202182.1180524196
170311710003,205065.23288255645
170311710004,205268.7483224329
170311710005,330268.3720496776
170311710006,248506.3705216514
170311711001,246726.32896410988
170311711002,246581.8081600736
170311711003,172839.4575803617
170311801001,208772.70578462968
170311801002,206645.01723024508
170311801003,205769.58840400857
170311801004,235905.0391989114
170311801005,214308.5834245149
170311901001,316149.6102729975
170311902001,164838.64507210942
170311902002,164805.68866786288
170311902003,165156.63480484782
170311902004,165308.14870823917
170311903001,164810.65103319305
170311903002,164961.2659366725
170311903003,165363.59204653115
170311903004,165167.06494262585
170311904011,327703.9244942799
170311904012,327769.3976231609
170311904021,326839.414946424
170311904022,327140.7916353155
170311906011,123294.57415789642
170311906012,369563.0159262104
170311906013,197173.7014338482
170311906021,130533.22078792
170311906022,327158.5207442228
170311906023,163661.30686919793
170311907011,144536.77921926975
170311907012,133331.03847255593
170311907021,103424.61805498904
170311907022,113428.78871418576
170311907023,166638.85426694265
170311908001,123045.68070780789
170311908002,123259.96569722472
170311908003,168532.84903895593
170311908004,123345.30621178549
170311908005,123134.04779073132
170311909001,314635.8615576922
170311910001,157413.4138464783
170311910002,276900.0500332983
170311911001,124004.13813528889
170311911002,110542.3713005618
170311911003,136822.09734132874
170311911004,124460.02103738891
170311911005,206824.42060308767
170311911006,119774.47387588082
170311912001,205891.0550147148
170311912002,499683.7675876863
170311913011,216275.3630427461
170311913012,292044.84020624094
170311913013,166672.76486583133
170311913021,342540.1642676148
170311913022,288648.8842584658
170312001001,168729.72928167527
170312001002,154300.20424281392
170312001003,261834.085585297
170312002001,211576.9774499932
170312002002,267472.1971373871
170312002003,138518.29968022037
170312002004,201116.5248845477
170312003001,104090.78246947184
170312003002,146577.71989555444
170312004011,172350.0717464311
170312004012,230464.2138293724
170312004021,160426.01115005644
170312004022,113589.84182065832
170312004023,112188.39498266455
170312101001,514313.4212272466
170312101002,184323.24107547203
170312101003,155459.9069981955
170312104001,194889.3768979957
170312104002,226661.265667851
170312105011,102600.16848558048
170312105012,210477.4762495325
170312105021,146294.2396933127
170312105022,99698.39965715098
170312105023,99952.32500981502
170312106011,79192.30523457774
170312106012,81450.1946234614
170312106013,113010.37943200486
170312106021,123648.97274337227
170312106022,99817.05403853944
170312106023,157924.60148571953
170312107001,125537.3483379966
170312107002,123843.91182768402
170312107003,247923.7227056629
170312108001,162931.14808641243
170312109001,422711.84673603217
170312109002,147856.5876531766
170312203001,203223.3560435256
170312203002,122871.7179580292
170312204001,144630.2334223821
170312204002,184918.3819271917
170312205001,124617.52167637144
170312205002,132449.81669855534
170312205003,77854.4657764422
170312206011,76233.65555506731
170312206012,112885.85842537494
170312206021,63937.41883086906
170312206022,64014.8717271326
170312206023,107145.64217930188
170312206024,146913.04918738277
170312206025,82097.49752097206
170312207011,72135.48895914834
170312207012,71990.54349903863
170312207013,122258.35098677636
170312207021,92851.96540398504
170312207022,316814.0166558734
170312207023,72926.79430909429
170312207024,92601.9635467472
170312209011,82556.02762467795
170312209012,82548.62807249614
170312209013,128181.17120557892
170312209021,165356.39922954436
170312209022,164948.73805665798
170312210001,109917.40085003582
170312210002,110131.22610344384
170312211001,166445.35854890232
170312211002,163662.14892657398
170312211003,109935.69689307745
170312212001,183045.336791496
170312212002,147376.44742652224
170312213001,141580.9150558729
170312213002,108274.0709731188
170312213003,80251.72346916498
170312214001,131433.5436242691
170312214002,96312.74143513804
170312214003,127286.30005649774
170312215001,144696.45343492617
170312215002,160205.34728566126
170312216001,170013.13039036255
170312216002,157542.39172998033
170312222001,117953.1334090642
170312222002,113120.09556589962
170312225001,158353.5583413239
170312226001,160602.97872111958
170312227001,113475.60213171088
170312227002,111458.30751119842
170312228001,111384.86271550492
170312229001,218386.048719304
170312301001,166340.56860871887
170312302001,214285.928507276
170312303001,106481.05528631638
170312304001,169541.52021727146
170312304002,168976.56827089514
170312305001,169626.38821267834
170312305002,356967.9302774216
170312306001,102145.88865899126
170312306002,122788.82693366756
170312306003,101693.46205492497
170312306004,102287.3658329264
170312306005,122989.62868146786
170312306006,458982.5947746608
170312307001,162422.12539825024
170312307002,161676.32174630693
170312307003,157727.64733128238
170312307004,165265.9928470379
170312308001,204403.449633944
170312309001,164940.062193484
170312309002,164021.0172366989
170312309003,122761.2191266518
170312311001,176381.8955609799
170312312001,123014.37121811604
170312312002,123090.920451268
170312312003,123199.05759850897
170312312004,122959.0038732548
170312312005,164417.44452102142
170312315001,123537.94496156278
170312315002,125998.03635827024
170312315003,126003.60867579696
170312315004,123860.27147595436
170312315005,252170.87719941
170312315006,248139.5909624468
170312402001,166088.0757738711
170312403001,166318.20733945823
170312405001,233796.6046544264
170312406001,165381.97920889966
170312407001,165873.38820886312
170312408001,72729.0855703105
170312408002,96167.79425767604
170312409001,1000372.8257595964
170312410001,102253.13604400502
170312410002,105258.43720515951
170312411001,165609.1144501751
170312411002,165204.6232575673
170312412001,163883.75695965832
170312412002,164238.60690414577
170312413001,164087.0036731859
170312414001,140894.53821381167
170312414002,101841.96735250452
170312414003,125269.22456673037
170312414004,150617.93997373618
170312415001,102086.63326135844
170312415002,82202.08090839877
170312415003,118182.42197323068
170312416001,129931.45618857729
170312416002,163999.83302871507
170312420001,124065.13283745674
170312420002,123021.6791438611
170312420003,79671.30545332875
170312421001,82169.00607926463
170312421002,81867.80743750963
170312421003,163943.79136886745
170312422001,163378.57620598274
170312422002,163609.03402386318
170312423001,163982.507354831
170312423002,164334.337709107
170312424001,164029.32200639675
170312424002,164021.35698269954
170312425001,165238.14597190195
170312425002,144574.15408848846
170312426001,124425.87931464455
170312426002,123912.2806732103
170312426003,123994.81213761892
170312426004,103409.38082902996
170312427001,175572.29518911894
170312428001,439629.2003722776
170312429001,164112.03676147223
170312429002,159708.4802036461
170312430001,98508.47394782616
170312430002,226037.58393912905
170312431001,123241.15782660678
170312431002,200763.67588374607
170312432001,122781.18399883162
170312432002,201070.102430213
170312433001,81886.02506164445
170312433002,245206.7656506136
170312434001,124227.48843294635
170312434002,79055.58599294865
170312434003,125872.85777157672
170312435001,267943.10237964045
170312435002,389272.0454767406
170312502001,329121.92496442224
170312502002,170080.9404837616
170312503001,285636.79270961066
170312503002,123687.25621554368
170312503003,146820.77813578778
170312503004,61182.47398951984
170312504001,344688.34940222534
170312504002,179760.01386698647
170312504003,126673.49529541915
170312504004,122259.8628592282
170312504005,536454.5829067589
170312505001,459691.35515228176
170312505002,327314.9279337894
170312505003,245813.88348612105
170312505004,246478.4015686544
170312505005,247524.1605017897
170312505006,165377.3443507756
170312505007,369257.7931518893
170312506001,162009.42207751394
170312506002,161858.604286276
170312506003,161926.6166191983
170312506004,161969.0052815386
170312507001,124995.97452184082
170312507002,106509.56254188552
170312507003,123669.01852736234
170312507004,112986.18702870376
170312507005,194156.62460392987
170312508001,328577.8933511723
170312508002,246131.71144229907
170312510001,466956.4025617629
170312511001,124323.9168329698
170312511002,124280.40516592172
170312511003,123535.8488295996
170312511004,124311.4128403036
170312512001,123000.73130961272
170312512002,125901.46764473835
170312512003,142896.25457321364
170312512004,270491.25442032085
170312513001,122434.31149397732
170312513002,122552.251145358
170312513003,109112.58322286337
170312513004,122663.2121022792
170312513005,176693.26033453952
170312514001,121020.97732995106
170312514002,130949.5669980887
170312514003,171544.71452246627
170312514004,264359.6277083814
170312515001,128798.358714959
170312515002,157958.8049329806
170312515003,129420.31892431596
170312515004,267750.5320093203
170312516001,163770.95744623893
170312516002,156457.76677338156
170312516003,160556.986947598
170312517001,486655.8292118355
170312518001,118772.59240949464
170312518002,217014.4665384916
170312518003,330069.11795553635
170312518004,163885.9467626191
170312518005,167999.52755925618
170312519001,117328.32113145756
170312519002,207718.1776409752
170312519003,133123.69563896317
170312519004,174279.3041953272
170312520001,134188.92149063197
170312520002,177790.3333598681
170312520003,180118.55272886984
170312520004,132493.365944242
170312521011,854271.3926632213
170312521021,163935.807306705
170312521022,163313.38322426478
170312521023,171756.25632539857
170312521024,169479.60389091962
170312522011,99031.4064271978
170312522012,94450.72143040333
170312522013,193305.58628826507
170312522021,165140.30635142446
170312522022,69185.8396727508
170312522023,190166.0442595225
170312522024,72493.2131205009
170312522025,140461.11986276237
170312601001,325451.78643352096
170312602001,328452.2250709092
170312603001,329188.9405312486
170312604001,328224.9392311772
170312605001,337552.8418296318
170312606001,124291.11293170085
170312606002,194532.99470156
170312607001,124276.8837122037
170312607002,204923.3460109616
170312608001,162505.31413804172
170312608002,166440.3489134325
170312609001,127954.90633168694
170312609002,100241.43208863366
170312610001,269396.53185399086
170312610002,229637.671517238
170312705001,561347.3519295555
170312712001,329808.5039882979
170312713001,327412.2384380338
170312714001,328374.29519702465
170312715001,162819.49135082465
170312718001,205983.66555565892
170312801001,310814.2013402998
170312801002,283468.80993495416
170312804001,502193.8236252584
170312808001,237357.09970800224
170312809001,114688.99648047647
170312819001,264132.69302934204
170312819002,17443.9763698903
170312819003,157191.58656610973
170312827001,208560.83783714005
170312827002,230734.8500608392
170312828001,164404.4171757441
170312831001,107442.24981830009
170312831002,104995.56457836366
170312832001,236546.85913268145
170312838001,141255.3587851877
170312838002,234983.0192070291
170312909001,164715.71469554977
170312909002,164693.6557581384
170312909003,247352.02964056144
170312909004,415031.0490843957
170312912001,164612.82677826396
170312912002,164526.7790527994
170312916001,220340.21144439
170312922001,113920.7654636512
170312922002,174269.9860675034
170312922003,105970.47568394452
170312924001,110286.00716425128
170312924002,220372.7832312967
170312925001,173005.55822548977
170312925002,151440.3979311386
170312925003,123823.47176614447
170312925004,528714.604764801
170313005001,105841.54297772989
170313005002,165190.14317338078
170313006001,163267.89174759542
170313006002,164913.28853200917
170313007001,165348.16498262927
170313007002,82158.42397384407
170313007003,81620.12742132382
170313008001,163069.77772584444
170313008002,162776.8894583085
170313009001,104625.57232804984
170313009002,164098.1910567634
170313009003,58576.28239072669
170313011001,119302.46150813416
170313011002,92122.06994189236
170313012001,255138.65264199892
170313012002,100083.1834702338
170313012003,126979.61190610303
170313016001,164658.7179051063
170313016002,164857.27493632963
170313017011,103296.76938632216
170313017012,103176.9090619864
170313017013,124299.30136154949
170313017021,123972.85843821651
170313017022,103675.21397291849
170313017023,103342.98660455912
170313018011,92839.39511076636
170313018012,601331.494617183
170313018021,81860.9412370632
170313018022,146811.02453272435
170313018023,116338.49380124176
170313018031,113658.9576880178
170313018032,165254.62707330816
170313018033,72138.00151331934
170313102001,193744.1112009327
170313102002,126828.08313717238
170313103001,318569.21603429224
170313104001,124462.70986020034
170313105001,161939.82366606663
170313106001,173475.94738941308
170313106002,122890.96169986832
170313106003,246923.06877623568
170313107001,160036.1474790697
170313108001,83110.33327702394
170313108002,83368.01506887621
170313108003,166303.94082678392
170313109001,244865.6754471725
170313109002,103763.26101602968
170313109003,136280.79251172426
170313201001,405959.0816824165
170313201002,278256.86707869056
170313201003,121322.14749060047
170313201004,160942.96200661254
170313204001,805541.1343570361
170313206001,452382.3850894992
