beat,beat_num,district,sector,area_x,constituent_block_groups,B01001_001,B01001_002,B01001_003,B01001_004,B01001_005,B01001_006,B01001_007,B01001_008,B01001_009,B01001_010,B01001_011,B01001_012,B01001_013,B01001_014,B01001_015,B01001_016,B01001_017,B01001_018,B01001_019,B01001_020,B01001_021,B01001_022,B01001_023,B01001_024,B01001_025,B01001_026,B01001_027,B01001_028,B01001_029,B01001_030,B01001_031,B01001_032,B01001_033,B01001_034,B01001_035,B01001_036,B01001_037,B01001_038,B01001_039,B01001_040,B01001_042,B01001_043,B01001_044,B01001_045,B01001_046,B01001_047,B01001_048,B01001_049
5,1653,16,5,341901.96974315017,0.01711020010305855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1733,17,3,2302424.889961228,10.993274425636072,13075.267458650935,7342.458672946002,510.2175490430225,280.0018304759412,356.30170440979043,171.7356077820879,100.29666658595477,15.022145703456713,55.96106014041159,191.7662488778471,685.4904744204424,943.4475280223963,657.8700749092355,712.5014205833553,643.976087380367,539.4678937897802,402.61886029882913,249.8459538553604,253.64062679372785,76.00298673642503,101.81821028995272,162.45420690885197,96.14109844647142,103.85756835160257,32.022869140692116,5732.808785704932,311.48112229553334,331.8607676646312,253.25293286191348,66.84666803111541,112.93083978071763,46.04299735847515,46.35843996779535,95.67471547705685,506.4632045321394,752.5328106367372,611.5451299134646,217.8844194256979,437.08975657607414,272.32903367755546,192.01024700442596,269.40132241921435,137.31575450622069,68.19826150643392,120.16451088610005,158.846333548841,134.65827378944496,132.942729380927
5,1652,16,5,136751.94625714602,0.0068436375686874934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1731,17,3,2421151.964464674,11.212059856461767,13447.453406101908,6531.360786890891,475.02713218737483,425.3999144690942,358.4221986815273,221.8613487584224,113.701303389231,121.12702878503177,110.17756585520578,218.12542379738392,528.5153217401469,606.9452769727795,434.3462160250982,612.2638437845095,487.6156619068331,520.0111784719297,405.85567973690723,185.7785092925229,201.9449820203992,106.57831289454701,109.29658836019219,140.1925442208445,99.84692749647219,14.457833362837896,33.86999468160019,6916.0926192110155,477.92079009319906,370.9274142754749,372.0801306873469,162.58469236672445,186.43022314464946,76.19087388014323,99.5878452169113,231.7934211501343,643.8389036764135,537.5125215174658,476.08265809506787,534.2701082226023,553.1237850368398,471.87980621430205,268.00515844646833,192.52680698441733,135.2439006373986,162.46626070751904,173.68696147887,132.81468126651993,89.01696295616247,114.3907213625397
3,1634,16,3,1984235.3382454382,13.344055559968826,15867.246945621642,8063.35768065318,545.9740310603446,550.4608083751324,501.50390989646235,303.0087375223587,72.00537360351606,105.99720814252724,124.99443131490465,319.8903364876966,549.2440552222678,865.9788324762814,658.9839860689377,588.4691695348828,618.0060609275464,466.0433816098117,533.9598651416286,267.9898670801291,270.99162359784515,115.0080419362459,91.30394430064223,237.99181668157425,140.53961528895672,118.00678245756393,17.00580192592385,7803.889264968461,464.9881151350856,489.8821189263521,489.9931881916794,300.9836608081467,126.599731090252,149.99179892438553,164.99238114703547,290.18814146771604,626.1762544303418,660.4630487461988,579.9340405787995,415.3226172167364,596.135992225468,482.9360449386719,185.23493860084469,219.2448115772635,131.99675146207863,216.99719556356234,217.41705512995426,146.24106889587523,104.9994026717987,154.00643716943577
3,1633,16,3,3292731.2669244725,16.999463230845294,19906.25987284552,9587.683557359187,469.9807140069032,554.9865264679645,648.982746718911,371.9884430068312,380.9839917384654,67.9997200179317,81.99423316516891,514.9731808845205,755.9620676292553,595.9862133344413,782.9830092091487,657.9683019989576,683.9884535716587,703.9562530230203,654.9801471995826,200.99876591614162,383.9811763608123,104.99859446208146,242.99748964540743,326.99593378400556,140.0017542129968,166.99601644331977,92.99982456166028,10318.576315486334,651.9733930989993,624.9786976985637,608.9665299681061,430.96712068754994,315.98131734338983,113.99078527318287,86.99394774535486,394.98247400382047,602.9663887224032,705.9821830676235,698.972542044209,808.9633132949159,615.9869881919427,615.9765236978394,143.00208429348754,269.9941591847676,392.98187227468884,314.98795054542506,274.99863751337864,269.9930878153622,219.99421488026542,281.98498507945123
2,1924,19,2,980962.0823803041,8.000092457462697,11762.301022945581,6637.110269750092,497.0036304633009,124.01890928837004,80.00642314372843,69.00126754484644,18.002375981523553,5.005790011603647,95.99873165476254,932.0286240259492,1558.053831369042,1078.0068906291804,635.992269320803,229.0211971989481,317.0158598529309,265.0061317437178,266.9771943991061,16.00865719271296,73.99610162602141,93.98723029575194,96.9925267199714,74.99635910240228,44.00074193169016,48.99182295320054,16.997703300528148,5125.19075319549,240.01522638464868,118.01392727896607,70.00982849984241,50.0020782369957,29.00633154771205,98.00029436785759,113.00499901715935,739.0359496040907,1389.0369872725032,795.0321618967148,545.0039540916208,104.01699827354602,280.998136189958,141.009383858936,12.003280666961446,72.99628833812876,22.002734929024047,53.00222727670641,62.99959922472152,12.003812441789867,6.001264015554896,0.0023329846316001565
3,1631,16,3,6321425.5828193035,15.49798466931992,19763.045066024857,9304.214984119239,615.9144300232676,503.1783301386068,404.3553737721423,407.1671785043684,84.79053736363349,59.285159683873424,71.22061603888058,196.52772731599092,518.2533256155839,854.6995520961678,582.0032783324938,675.058885884694,989.518596201531,681.1919352351053,692.4647113818177,247.9452136473586,265.7509475623046,157.04377896780767,354.5503236116442,407.156665644176,222.93697781573076,206.72959365510476,106.471845626954,10458.83008190562,664.6336747218884,598.3963217899656,506.5895887966096,347.9116699336253,209.47966434708476,59.251826158314884,87.25707014025772,271.4247577163415,732.5169621019618,905.2746916349258,500.759848159417,767.3125464956073,849.9000263144244,547.3408161630817,240.67942844237055,459.8721059648661,294.2801585663004,411.9822463983124,495.907021948658,337.70400848854894,190.51288774244517,284.7404376730458
3,1934,19,3,1137246.2367755177,18.296428271634515,18152.657591514264,8293.794589879279,211.57440085840685,188.89212190376477,230.06311844865212,0.010314870866323354,35.99494743826124,24.04586237407161,81.90918739291376,622.3940645975921,1984.8160019070344,1152.6626975288436,797.8347540089609,485.97481449791434,376.29786891613014,337.17609530960294,340.5782037816607,120.26227873027614,270.25033456184775,147.60156395074264,187.52822480473515,230.74884331034545,163.5504962351988,186.6327114542089,116.99568299724723,9858.863001634987,388.05461754379843,64.94648516905886,127.96225583253857,31.0035803712402,48.046046781346455,42.00909257325361,131.97819864497941,1127.2415028715657,2764.923031122952,1453.1599776705266,652.6189613633876,317.58289737440333,313.01606427164825,286.54728068504096,235.50729118251203,200.87617109049918,94.50445882028782,188.44571958865035,356.2465690761145,172.76382498452222,284.3928062242901,280.423622060744
3,1933,19,3,976304.1007013115,9.008089777656636,10704.191743589805,5713.708055482758,352.1383950420636,149.48421620726288,154.7568572239326,46.49150330822622,2.0568453630864956,13.1811716195066,58.56778586099316,631.88533893633,1391.0484346401242,980.5390012256246,475.86950657835405,296.10985331812554,387.0136062792858,286.57840162637416,167.818824673449,94.2899625701381,78.08007639318485,25.802157794630183,38.936279358874515,42.46335257583725,10.598825386989331,10.00749080057297,19.9901686997914,4990.483688107048,359.6318678305407,105.52357123234783,174.63694451076435,42.80157396283298,18.998828437521453,48.99925876503316,60.57391920268508,644.4134846102579,1250.6043704918475,917.3572857747967,444.3308892212908,168.26026561734977,199.09279257337732,203.3943534179404,60.273418723852814,75.0010932612174,24.7770159804111,47.35917116884174,23.715283786863555,9.197958534879719,9.367012800053109,26.1824556718357
2,2422,24,2,749019.6217320224,5.441276447599526,8905.65002321965,4440.511478145241,334.44119462459184,322.58253416585103,152.98723129903854,78.81422690347098,38.34644528563489,15.410726656967352,4.953118486849123,277.06725370296715,205.88175973351983,521.543865575238,487.939593731192,322.4561553983295,186.11036064899884,349.30091721254456,393.72147693711446,113.7133606374895,154.2392649145701,36.75687079898228,120.11590205329985,227.630485573953,25.411072627887947,28.463094092243715,42.62456708450675,4465.138545074409,378.61381394215397,164.51165025059944,127.89422954081627,7.712453863147268,51.39383699174421,54.62994320876625,78.52019752105183,220.95732567393557,379.77628091888073,494.47287666454014,485.56706002385897,166.1565022251197,312.6774215378558,210.2041981575797,164.1397570303173,128.39206947882053,91.70229428507518,53.32681466120427,147.87797008597926,67.0107619481433,70.9021773630332,164.44948294491738
2,2424,24,2,1085406.14940989,6.3816638534628405,12594.627637788484,6485.675695179959,410.9974026202597,624.5050731439262,387.9501333367022,226.89518694011485,24.862650076394964,56.56783447289314,35.695908671524315,179.21549930922993,704.732120084837,554.6728839790202,433.3230487336205,778.2501172653722,529.2849348352117,415.6172319662072,328.862716438478,212.98779936334125,178.59929600973135,70.01426422817444,53.54210139235447,106.20465596546217,61.56074333151713,71.62214935678745,39.71194365879879,6108.9519426085235,489.55242840489325,382.35482238968444,342.15781935712215,203.58819572810756,162.04719821185518,108.85256853001722,59.6511734536959,199.4712964483127,521.6883605871493,619.3753334362534,671.1834149203179,364.93020409078565,366.61977028780257,428.1586827661583,274.7956394064662,106.21638433514732,44.62916518116805,81.73080277307061,107.98137719697746,146.02520502955014,97.58029474304938,15.887342616609851
1,1611,16,1,5184571.840236376,17.35550944119485,19191.72142882981,9462.744439070624,578.5277570372242,563.1736038423757,734.4467097319168,252.07186864089442,95.21433594420077,47.95367803438159,45.978877897580276,285.40270484498416,893.0132419929944,704.592258626938,610.4061876600271,663.8608910434497,799.3667774378139,668.5730071568969,571.6614011754485,281.3390715152233,355.0180264786993,218.04060085516466,260.4436730619559,284.1757751241052,234.82534916540646,193.68382461977419,120.97481718316833,9728.976989759187,610.1235331819755,631.5121775621843,529.0534936308431,154.21956906716252,172.6715772929918,17.003695608551364,21.24104758258072,231.06139016554678,1074.9960136296463,516.5246368568901,759.2932083096675,629.1649857286841,622.6218798462218,549.7678819070695,305.63683640998653,426.8695973659455,149.97178889226174,337.80887219725,375.44796401424895,357.8033091288105,296.12688958252534,213.08894967768106
